Step	H0					ombh2				omch2				tau					As					ns					NewChi2				DeltaChi2			Prob				Accept
00001	6.5295356422e+01	2.2440270853e-02	1.2308283524e-01	9.9198326462e-02	2.3273370473e-09	9.7002376227e-01	1.2343127866e+03	1.8772524654e+00	3.9116483587e-01	1
00002	6.5283045977e+01	2.2469524369e-02	1.2304776171e-01	1.7183699597e-01	2.6413657081e-09	9.7861101934e-01	1.2697539690e+03	3.5441182355e+01	2.0139330802e-08	0
00003	6.5266161789e+01	2.2313594337e-02	1.2302476681e-01	2.2245641317e-01	2.8811738915e-09	9.8904976718e-01	1.3448151247e+03	1.1050233811e+02	1.0109325060e-24	0
00004	6.5309322783e+01	2.2421147972e-02	1.2312063055e-01	1.1102874437e-01	2.3548867222e-09	9.5779952564e-01	1.2390724714e+03	4.7596847497e+00	9.2565166958e-02	0
00005	6.5308887566e+01	2.2494546224e-02	1.2314512977e-01	3.0646413358e-02	1.9965415474e-09	9.4667665429e-01	1.2418566733e+03	7.5438866917e+00	2.3007308657e-02	0
00006	6.5321285678e+01	2.2485587840e-02	1.2308953698e-01	8.5357867790e-02	2.2489191613e-09	9.6147675134e-01	1.2346407108e+03	3.2792418478e-01	8.4877419627e-01	1
00007	6.5318067511e+01	2.2574533290e-02	1.2306642162e-01	8.5222315233e-02	2.2590524006e-09	9.6389083194e-01	1.2342790248e+03	-3.6168599727e-01	1.1982270412e+00	1
00008	6.5301285088e+01	2.2433624221e-02	1.2304345730e-01	1.6322991198e-01	2.6001161823e-09	9.7372930484e-01	1.2596586675e+03	2.5379642715e+01	3.0823404668e-06	0
00009	6.5326389713e+01	2.2569390254e-02	1.2301966365e-01	2.3975353135e-02	2.0180314317e-09	9.6980373374e-01	1.2374230767e+03	3.1440519143e+00	2.0762411841e-01	0
00010	6.5303654409e+01	2.2547017986e-02	1.2303360348e-01	1.3838810942e-01	2.5085322022e-09	9.7924817843e-01	1.2412415433e+03	6.9625184772e+00	3.0768641567e-02	0
00011	6.5301796522e+01	2.2881879211e-02	1.2309658821e-01	1.1733449827e-01	2.3713626056e-09	9.5772951616e-01	1.2541854371e+03	1.9906412244e+01	4.7574858360e-05	0
00012	6.5299780492e+01	2.2682815267e-02	1.2301565108e-01	1.9494059193e-01	2.7386526001e-09	9.7960684137e-01	1.3033493732e+03	6.9070348373e+01	1.0036087043e-15	0
00013	6.5316352774e+01	2.2547895883e-02	1.2300982049e-01	1.0716851455e-01	2.3774928876e-09	9.7350094404e-01	1.2365157514e+03	2.2367265794e+00	3.2681425739e-01	0
00014	6.5339607909e+01	2.2699749174e-02	1.2306257822e-01	1.9182247524e-01	2.7042303947e-09	9.6802265886e-01	1.3128713250e+03	7.8592300189e+01	8.5881348260e-18	0
00015	6.5258040529e+01	2.2838711970e-02	1.2300455798e-01	2.0433976384e-01	2.7841706717e-09	9.8482477852e-01	1.3218674631e+03	8.7588438330e+01	9.5589959464e-20	0
00016	6.5320871580e+01	2.2584444061e-02	1.2313165337e-01	2.0028321904e-02	1.9499691822e-09	9.4688664691e-01	1.2463145614e+03	1.2035536536e+01	2.4350980211e-03	0
00017	6.5327927863e+01	2.2442840887e-02	1.2307658642e-01	4.1108544782e-02	2.0757918539e-09	9.6510719610e-01	1.2328838849e+03	-1.3951399499e+00	2.0088651788e+00	1
00018	6.5349166908e+01	2.2462461546e-02	1.2307604110e-01	2.9863394268e-03	1.9066967934e-09	9.5920248656e-01	1.2331297082e+03	2.4582329234e-01	8.8434179409e-01	1
00019	6.5338362091e+01	2.2379404108e-02	1.2308327260e-01	2.3002628216e-02	1.9864609914e-09	9.6068053050e-01	1.2325170553e+03	-6.1265287349e-01	1.3584256742e+00	1
00020	6.5330830043e+01	2.2158673121e-02	1.2309768263e-01	1.5999063411e-02	1.9616774072e-09	9.6050674901e-01	1.2315229786e+03	-9.9407672658e-01	1.6438455808e+00	1
00021	6.5357218353e+01	2.2099512618e-02	1.2316441436e-01	6.3467285784e-03	1.8835144204e-09	9.4810107489e-01	1.2565637071e+03	2.5040728521e+01	3.6515301439e-06	0
00022	6.5320312378e+01	2.2240597180e-02	1.2311879167e-01	3.4351745410e-02	2.0183968459e-09	9.5653717734e-01	1.2367254930e+03	5.2025144606e+00	7.4180257896e-02	0
00023	6.5340412585e+01	2.2122558355e-02	1.2309004451e-01	2.1591206550e-02	1.9900525169e-09	9.6192029735e-01	1.2315557219e+03	3.2743368760e-02	9.8376160327e-01	1
00024	6.5334119351e+01	2.2242992425e-02	1.2303242819e-01	1.1732525394e-01	2.4135952475e-09	9.7561606544e-01	1.2381661696e+03	6.6104477003e+00	3.6690997632e-02	0
00025	6.5352163983e+01	2.2043053959e-02	1.2307429655e-01	1.6331471164e-03	1.9253577430e-09	9.6351309503e-01	1.2350725391e+03	3.5168171327e+00	1.7231887979e-01	0
00026	6.5320776636e+01	2.2109473033e-02	1.2313401559e-01	1.6231554118e-02	1.9520765352e-09	9.6083076155e-01	1.2364262254e+03	4.8705034641e+00	8.7575698661e-02	0
00027	6.5363576167e+01	2.2067037094e-02	1.2300368230e-01	1.3632179606e-02	1.9906237643e-09	9.7068939660e-01	1.2480712902e+03	1.6515568234e+01	2.5923278484e-04	0
00028	6.5328800692e+01	2.2093272490e-02	1.2310247242e-01	3.9138486849e-02	2.0699838177e-09	9.6347379883e-01	1.2333749922e+03	1.8192702529e+00	4.0267112127e-01	1
00029	6.5341116070e+01	2.2161664192e-02	1.2312663662e-01	9.0500738764e-02	2.2690461767e-09	9.5653561148e-01	1.2337219598e+03	3.4696762656e-01	8.4073075973e-01	1
00030	6.5324698789e+01	2.2056049258e-02	1.2317630630e-01	7.2837657903e-02	2.1624253863e-09	9.3536466540e-01	1.2458761272e+03	1.2154167386e+01	2.2948594181e-03	0
00031	6.5351540178e+01	2.2160844552e-02	1.2317053607e-01	5.0180496926e-02	2.0711038572e-09	9.4649600778e-01	1.2412423159e+03	7.5203560957e+00	2.3279595124e-02	0
00032	6.5292210536e+01	2.2201914048e-02	1.2300378166e-01	1.6326646279e-01	2.6373064097e-09	9.8671573345e-01	1.2526340269e+03	1.8912067110e+01	7.8216216875e-05	0
00033	6.5355973537e+01	2.2212477170e-02	1.2315632960e-01	8.7859933888e-02	2.2522277871e-09	9.5680969862e-01	1.2352069180e+03	1.4849581527e+00	4.7593257862e-01	1
00034	6.5373709494e+01	2.2154308018e-02	1.2321471599e-01	2.2363954979e-02	1.9502322957e-09	9.4626627765e-01	1.2492333914e+03	1.4026473455e+01	8.9989116702e-04	0
00035	6.5339603050e+01	2.2061737264e-02	1.2313416662e-01	8.3844196948e-02	2.2482185253e-09	9.6422221404e-01	1.2343981802e+03	-8.0873773844e-01	1.4983565426e+00	1
00036	6.5323851876e+01	2.2152327480e-02	1.2315901444e-01	7.5693293870e-02	2.2009339101e-09	9.6474701299e-01	1.2382954340e+03	3.8972537611e+00	1.4246956507e-01	1
00037	6.5330950115e+01	2.2111166553e-02	1.2323203727e-01	6.7059415226e-02	2.1273146570e-09	9.4933194624e-01	1.2581860019e+03	1.9890567941e+01	4.7953250456e-05	0
00038	6.5315661825e+01	2.2038614828e-02	1.2322245668e-01	1.1284787891e-01	2.3262889611e-09	9.5190522819e-01	1.2674557862e+03	2.9160352207e+01	4.6548958991e-07	0
00039	6.5328060626e+01	2.1959175713e-02	1.2313713192e-01	4.6922319303e-02	2.1055337752e-09	9.7342003779e-01	1.2407895428e+03	2.4941088105e+00	2.8734996804e-01	0
00040	6.5325002919e+01	2.2197089892e-02	1.2319135074e-01	6.1232395985e-02	2.1265085778e-09	9.5902651001e-01	1.2414688023e+03	3.1733683520e+00	2.0460291546e-01	0
00041	6.5301329932e+01	2.2209197567e-02	1.2312696117e-01	1.0409467226e-01	2.3271916701e-09	9.7054526396e-01	1.2445682808e+03	6.2728468055e+00	4.3437880206e-02	0
00042	6.5328897407e+01	2.2214756356e-02	1.2316456833e-01	6.8212490359e-02	2.1664749778e-09	9.6546336656e-01	1.2397160422e+03	1.4206081913e+00	4.9149471333e-01	0
00043	6.5320533703e+01	2.2165885478e-02	1.2318625976e-01	4.9442753469e-02	2.0792133760e-09	9.5897559314e-01	1.2396819047e+03	1.3864707112e+00	4.9995591443e-01	1
00044	6.5310967195e+01	2.2137407093e-02	1.2312981658e-01	6.7690192116e-02	2.1854858535e-09	9.6716628403e-01	1.2339356235e+03	-5.7462812233e+00	1.7692496296e+01	1
00045	6.5316449278e+01	2.2002715401e-02	1.2313463735e-01	4.0953515432e-02	2.0656073089e-09	9.6180746305e-01	1.2327910689e+03	-1.1445545743e+00	1.7722984919e+00	1
00046	6.5318764768e+01	2.2060697785e-02	1.2310953339e-01	7.0608341856e-02	2.2011877616e-09	9.6629104269e-01	1.2343294999e+03	1.5384310099e+00	4.6337644229e-01	0
00047	6.5307210008e+01	2.1961751936e-02	1.2314520156e-01	3.3402614214e-02	2.0277908420e-09	9.5976640931e-01	1.2334937241e+03	7.0265516536e-01	7.0375317874e-01	0
00048	6.5300607623e+01	2.1966243852e-02	1.2307603374e-01	1.0679428952e-01	2.3714016502e-09	9.7163630996e-01	1.2392398477e+03	6.4487787786e+00	3.9780064295e-02	0
00049	6.5318112786e+01	2.2078684272e-02	1.2305315095e-01	8.4475143849e-02	2.2736807605e-09	9.7739724717e-01	1.2416257560e+03	8.8346871432e+00	1.2066242859e-02	0
00050	6.5313485918e+01	2.1949857784e-02	1.2312684300e-01	2.5174895783e-02	2.0075192367e-09	9.6185510191e-01	1.2330600555e+03	2.6898664526e-01	8.7415871594e-01	1
00051	6.5304485783e+01	2.1864544376e-02	1.2307007101e-01	6.6258712038e-02	2.2193702482e-09	9.7880745626e-01	1.2597113265e+03	2.6651271000e+01	1.6321122881e-06	0
